f,1,2,3,4,5,6
444,0.1083,0.0562,0.1737,0.39,0.0774,0.1944
445,0.0758,0.0388,0.1323,0.5361,0.0563,0.1607
446,0.0957,0.0492,0.1585,0.4474,0.0689,0.1804
447,0.0694,0.0351,0.1212,0.5844,0.0504,0.1395
448,0.099,0.0513,0.1642,0.4204,0.0725,0.1927
449,0.228,0.4246,0.1217,0.0494,0.1023,0.074
450,0.1024,0.0527,0.1665,0.4202,0.073,0.1852
451,0.0851,0.045,0.1841,0.1596,0.0804,0.4459
452,0.0573,0.0292,0.1057,0.6262,0.0438,0.1378
453,0.0885,0.0447,0.149,0.4913,0.0628,0.1636
454,0.0472,0.0239,0.0857,0.7027,0.0353,0.1052
455,0.0832,0.0428,0.1708,0.3355,0.0694,0.2984
456,0.0981,0.0503,0.1612,0.44,0.0701,0.1802
457,0.0877,0.0454,0.1511,0.4641,0.0656,0.1861
458,0.0573,0.0292,0.1044,0.6328,0.0434,0.1329
459,0.0901,0.0389,0.6153,0.0615,0.0808,0.1133
460,0.0888,0.0456,0.1503,0.4737,0.065,0.1766
461,0.0844,0.0442,0.1811,0.1912,0.0766,0.4226
462,0.2946,0.2865,0.1495,0.0695,0.1044,0.0956
463,0.0828,0.0426,0.1664,0.364,0.0682,0.2761
464,0.0878,0.0445,0.1479,0.4931,0.0626,0.1641
465,0.0845,0.0445,0.182,0.1758,0.078,0.4353
466,0.1007,0.053,0.1742,0.3654,0.078,0.2288
467,0.6725,0.094,0.0915,0.035,0.0578,0.0492
468,0.0736,0.0373,0.1275,0.56,0.0536,0.148
469,0.0859,0.045,0.1826,0.1947,0.0778,0.414
470,0.0518,0.0263,0.0938,0.6731,0.0388,0.1162
471,0.098,0.0516,0.1798,0.3239,0.0796,0.267
472,0.0882,0.0463,0.1845,0.2073,0.079,0.3945
473,0.0871,0.0459,0.1848,0.1818,0.08,0.4204
474,0.0982,0.0505,0.1615,0.4375,0.0704,0.1818
475,0.0881,0.0463,0.1848,0.2004,0.0794,0.401
476,0.1122,0.0603,0.1943,0.2724,0.0912,0.2697
477,0.0952,0.0499,0.1779,0.3261,0.0779,0.273
478,0.1029,0.0546,0.1869,0.2926,0.0845,0.2784
479,0.0926,0.0485,0.1768,0.3245,0.0764,0.2812
480,0.1043,0.0551,0.1792,0.3446,0.0811,0.2357
481,0.1126,0.0605,0.1936,0.2775,0.0908,0.2651
482,0.5026,0.1586,0.1292,0.0539,0.0818,0.0738
483,0.296,0.3651,0.1214,0.0449,0.1042,0.0684
484,0.5158,0.1487,0.1286,0.0533,0.0807,0.0729
485,0.0999,0.0527,0.1801,0.3276,0.0804,0.2592
486,0.0871,0.0457,0.1837,0.2016,0.0784,0.4034
487,0.2459,0.2955,0.1582,0.0689,0.1293,0.1022
488,0.247,0.3206,0.1502,0.0657,0.12,0.0965
489,0.2502,0.3347,0.1451,0.0642,0.1127,0.093
490,0.2414,0.0853,0.3349,0.0731,0.1476,0.1177
491,0.3358,0.1066,0.2379,0.0624,0.1576,0.0997
492,0.0978,0.0515,0.1812,0.3133,0.0801,0.2761
493,0.2483,0.3442,0.1413,0.0551,0.1265,0.0846
494,0.2359,0.4197,0.1209,0.0473,0.1046,0.0717
495,0.3978,0.144,0.1736,0.0531,0.1475,0.084
496,0.1707,0.6095,0.0783,0.0323,0.0619,0.0473
497,0.0681,0.0338,0.2324,0.093,0.0699,0.5028
498,0.0729,0.0359,0.2568,0.0987,0.0742,0.4615
499,0.5086,0.1541,0.1289,0.0536,0.0813,0.0734
500,0.0777,0.0396,0.1595,0.4002,0.0635,0.2595
501,0.4057,0.3127,0.1044,0.0408,0.0772,0.0592
502,0.0759,0.0383,0.1824,0.2082,0.0667,0.4284
503,0.1724,0.1117,0.2183,0.0771,0.2794,0.1409
504,0.0809,0.0389,0.543,0.0644,0.1037,0.1691
505,0.0741,0.0371,0.1575,0.4382,0.0595,0.2336
506,0.4915,0.1617,0.1321,0.0555,0.0835,0.0758
507,0.0864,0.0424,0.3949,0.086,0.1012,0.289
508,0.2308,0.4136,0.1247,0.0523,0.1011,0.0774
509,0.2508,0.3442,0.1419,0.0628,0.1095,0.0907
510,0.1245,0.0706,0.165,0.0459,0.5091,0.0848
511,0.2065,0.5136,0.0994,0.0417,0.078,0.0608
512,0.2858,0.1319,0.206,0.0585,0.2207,0.0971
513,0.5082,0.1521,0.13,0.0541,0.0816,0.0739
514,0.0932,0.0488,0.1723,0.3565,0.0751,0.2541
515,0.2696,0.4242,0.1098,0.0413,0.0926,0.0625
516,0.2663,0.3259,0.144,0.0654,0.1062,0.0923
517,0.0758,0.0372,0.2267,0.1371,0.0699,0.4532
518,0.2575,0.3434,0.1406,0.0629,0.1059,0.0898
519,0.2196,0.4561,0.1141,0.0469,0.0937,0.0697
520,0.0555,0.0275,0.1093,0.6326,0.0419,0.1332
521,0.0775,0.0386,0.1943,0.2011,0.0679,0.4206
522,0.4449,0.2727,0.1052,0.0411,0.0767,0.0594
523,0.0533,0.0267,0.1481,0.0992,0.0504,0.6223
524,0.0901,0.047,0.1677,0.3757,0.0723,0.2473
525,0.1973,0.5352,0.0949,0.0394,0.0754,0.0578
526,0.2253,0.4334,0.1197,0.0493,0.0988,0.0734
527,0.2388,0.3695,0.1362,0.0554,0.1165,0.0836
528,0.0813,0.042,0.1468,0.4713,0.0628,0.1957
529,0.0836,0.0433,0.1584,0.4132,0.0669,0.2346
530,0.0858,0.0445,0.1572,0.4249,0.0675,0.2202
531,0.231,0.4084,0.1262,0.0521,0.1047,0.0777
532,0.0908,0.0473,0.1612,0.415,0.0703,0.2154
533,0.0887,0.0461,0.1589,0.4229,0.0689,0.2145
534,0.0683,0.0339,0.234,0.0908,0.0711,0.5019
535,0.0902,0.047,0.1623,0.4077,0.0706,0.2222
536,0.2873,0.3642,0.1243,0.046,0.1081,0.0703
537,0.0834,0.0432,0.1489,0.4647,0.0641,0.1957
538,0.0909,0.0474,0.1691,0.3693,0.0731,0.2501
539,0.4221,0.108,0.1975,0.0706,0.1038,0.098
540,0.0783,0.0403,0.1494,0.4505,0.0623,0.2191
541,0.2441,0.3161,0.1516,0.062,0.1319,0.0943
542,0.5401,0.118,0.1349,0.0535,0.0803,0.0733
543,0.2572,0.3447,0.1402,0.0627,0.1057,0.0895
544,0.0535,0.0267,0.1617,0.0863,0.0524,0.6194
545,0.0707,0.0359,0.142,0.4807,0.0567,0.214
546,0.078,0.0402,0.1409,0.4945,0.06,0.1865
547,0.5263,0.1216,0.1385,0.0555,0.0822,0.0758
548,0.128,0.07,0.1657,0.0443,0.511,0.081
549,0.5299,0.1231,0.1362,0.0548,0.0813,0.0748
550,0.0839,0.0434,0.1577,0.4178,0.0669,0.2303
551,0.0878,0.0456,0.159,0.4201,0.0687,0.2188
552,0.2414,0.4274,0.1168,0.0449,0.1011,0.0683
553,0.0578,0.0287,0.1146,0.6148,0.0438,0.1403
554,0.5271,0.1215,0.1382,0.0554,0.0821,0.0756
555,0.0968,0.0466,0.235,0.2668,0.0773,0.2775
556,0.0922,0.0447,0.2411,0.2217,0.0771,0.3233
557,0.0861,0.0422,0.1936,0.3515,0.0685,0.258
558,0.071,0.0364,0.135,0.5104,0.0558,0.1914
559,0.0972,0.0468,0.2194,0.3159,0.075,0.2456
560,0.0803,0.0413,0.1585,0.4056,0.0652,0.249
561,0.0743,0.0379,0.1479,0.454,0.0597,0.2262
562,0.0931,0.0451,0.2055,0.3468,0.0718,0.2376
563,0.0939,0.0454,0.2388,0.2388,0.0772,0.3059
564,0.5369,0.1205,0.1347,0.0538,0.0805,0.0736
565,0.0898,0.0436,0.1863,0.4054,0.0673,0.2076
566,0.2818,0.2066,0.174,0.0587,0.1841,0.0947
567,0.0776,0.0382,0.1626,0.4595,0.0598,0.2022
568,0.0955,0.0506,0.1904,0.2206,0.0844,0.3585
569,0.0664,0.0329,0.1365,0.534,0.0515,0.1787
570,0.2179,0.5733,0.076,0.0303,0.0583,0.0442
571,0.1036,0.0492,0.2621,0.2329,0.0821,0.27
572,0.0481,0.0244,0.1259,0.0936,0.0455,0.6625
573,0.0795,0.0389,0.1636,0.4644,0.0603,0.1934
574,0.0418,0.021,0.0819,0.7147,0.0322,0.1084
575,0.0972,0.0468,0.2115,0.3403,0.0737,0.2306
576,0.075,0.0386,0.171,0.1819,0.0678,0.4658
577,0.0838,0.0435,0.1797,0.2196,0.0742,0.3991
578,0.1487,0.0624,0.4472,0.0622,0.1655,0.114
579,0.0907,0.0478,0.1866,0.2125,0.0809,0.3815
580,0.1063,0.0565,0.1849,0.3152,0.0844,0.2527
581,0.0719,0.0369,0.1668,0.1683,0.0655,0.4907
582,0.0424,0.0214,0.0813,0.714,0.0327,0.1082
583,0.053,0.0265,0.1061,0.6321,0.0411,0.1413
584,0.102,0.0549,0.1995,0.1922,0.0929,0.3586
585,0.0772,0.0395,0.1755,0.2105,0.0683,0.429
586,0.09,0.0438,0.1997,0.354,0.0701,0.2424
587,0.0842,0.0411,0.1613,0.4784,0.0611,0.1738
588,0.0731,0.0379,0.1672,0.1604,0.0675,0.4939
589,0.0732,0.0376,0.1324,0.528,0.056,0.1729
590,0.1054,0.0498,0.2804,0.2087,0.0843,0.2714
591,0.1081,0.0508,0.2888,0.2032,0.0858,0.2632
592,0.0528,0.0268,0.1359,0.1065,0.0495,0.6285
593,0.0555,0.0289,0.138,0.0896,0.0558,0.6322
594,0.0811,0.0421,0.1774,0.1959,0.073,0.4306
595,0.244,0.3464,0.1419,0.0566,0.1248,0.0863
596,0.1006,0.0531,0.1818,0.319,0.0813,0.2642
597,0.0851,0.044,0.179,0.261,0.0735,0.3574
598,0.084,0.041,0.1773,0.4219,0.0642,0.2116
599,0.0324,0.0166,0.0871,0.05,0.0331,0.7809
600,0.2561,0.183,0.1844,0.0615,0.2139,0.1012
601,0.0902,0.0438,0.1889,0.3972,0.0679,0.212
602,0.1027,0.0543,0.1797,0.3374,0.081,0.2449
603,0.2904,0.1559,0.1905,0.0582,0.2094,0.0956
604,0.0823,0.0403,0.1718,0.439,0.0627,0.2039
605,0.08,0.0405,0.1802,0.2767,0.0682,0.3543
606,0.2979,0.1903,0.1764,0.0576,0.1849,0.093
607,0.0545,0.028,0.1345,0.1071,0.0517,0.6242
608,0.1583,0.0948,0.1895,0.0566,0.3984,0.1024
609,0.0693,0.0363,0.1766,0.0953,0.0739,0.5487
610,0.2631,0.2143,0.1805,0.093,0.1238,0.1252
611,0.2955,0.2237,0.1662,0.0568,0.1672,0.0906
612,0.0551,0.0279,0.1437,0.1122,0.0515,0.6097
613,0.269,0.185,0.1822,0.06,0.2055,0.0982
614,0.2798,0.183,0.1815,0.059,0.2004,0.0963
615,0.0944,0.0495,0.1808,0.3026,0.0787,0.2941
616,0.1007,0.0504,0.4137,0.0763,0.1523,0.2066
617,0.264,0.2481,0.1658,0.0601,0.1665,0.0955
618,0.0616,0.0318,0.1474,0.1194,0.0586,0.5813
619,0.2988,0.1733,0.1823,0.0577,0.194,0.0939
620,0.2584,0.2329,0.1713,0.0618,0.1765,0.099
621,0.2713,0.2132,0.174,0.0599,0.185,0.0966
622,0.2883,0.172,0.1841,0.0584,0.2018,0.0953
623,0.2667,0.2298,0.1703,0.0603,0.1764,0.0965
624,0.1306,0.0557,0.4507,0.102,0.0991,0.1619
625,0.3088,0.0974,0.2719,0.0691,0.1446,0.1083
626,0.2654,0.2613,0.1617,0.059,0.1592,0.0933
627,0.1138,0.0557,0.3861,0.0621,0.2471,0.1351
628,0.0943,0.0495,0.1824,0.2893,0.0793,0.3052
629,0.2932,0.2008,0.1738,0.0578,0.1814,0.093
630,0.2761,0.2,0.1769,0.0594,0.1913,0.0963
631,0.1578,0.0665,0.3661,0.1299,0.1046,0.175
632,0.1268,0.0543,0.4602,0.0999,0.0978,0.161
633,0.059,0.0262,0.7416,0.0349,0.0676,0.0706
634,0.261,0.2418,0.1683,0.061,0.1707,0.0972
635,0.1124,0.0512,0.3801,0.1383,0.0917,0.2262
636,0.2573,0.2061,0.1785,0.0621,0.1952,0.1009
637,0.1232,0.053,0.4669,0.0988,0.0965,0.1616
638,0.2716,0.1791,0.1837,0.0597,0.2082,0.0978
639,0.0767,0.034,0.6673,0.0431,0.0921,0.0867
640,0.0629,0.0277,0.7169,0.0443,0.0612,0.087
641,0.0859,0.0387,0.5711,0.0747,0.0799,0.1497
642,0.129,0.0552,0.4512,0.1026,0.0985,0.1634
643,0.1136,0.0489,0.5086,0.087,0.0928,0.1491
644,0.0906,0.0394,0.6043,0.0649,0.0808,0.12
645,0.1515,0.0688,0.3221,0.0583,0.2896,0.1097
646,0.0769,0.0365,0.553,0.0674,0.0882,0.178
647,0.0954,0.0415,0.5809,0.0702,0.0837,0.1283
648,0.0876,0.0375,0.6413,0.0531,0.0819,0.0986
649,0.1143,0.0493,0.5041,0.0883,0.0931,0.1509
650,0.1577,0.0738,0.2532,0.0542,0.3616,0.0996
651,0.1285,0.0545,0.5061,0.0592,0.1415,0.1102
652,0.0955,0.0414,0.5838,0.0692,0.0838,0.1263
653,0.1253,0.0527,0.5241,0.0592,0.1296,0.1091
654,0.0638,0.0278,0.7266,0.0403,0.0635,0.078
655,0.1129,0.0544,0.4149,0.0607,0.2268,0.1302
656,0.5183,0.1373,0.1332,0.0549,0.0816,0.0748
657,0.0537,0.0249,0.7366,0.0361,0.0678,0.0809
658,0.1082,0.0527,0.4306,0.0628,0.2053,0.1405
659,0.0973,0.0435,0.5224,0.0869,0.086,0.1639
660,0.1102,0.0486,0.4806,0.0983,0.0915,0.1708
661,0.0518,0.0234,0.7632,0.0319,0.0628,0.0669
662,0.0967,0.0419,0.5776,0.0707,0.0844,0.1286
663,0.0996,0.0471,0.5054,0.0577,0.1639,0.1263
664,0.3335,0.0997,0.2559,0.0686,0.1368,0.1057
665,0.1228,0.0562,0.4388,0.0585,0.2068,0.1169
666,0.1215,0.0537,0.49,0.0575,0.1656,0.1118
667,0.1797,0.0728,0.3851,0.0651,0.182,0.1152
668,0.1091,0.0532,0.4235,0.063,0.2106,0.1407
669,0.0805,0.0385,0.5157,0.0723,0.0933,0.1997
670,0.1342,0.0573,0.4798,0.0599,0.1568,0.112
671,0.106,0.0515,0.4434,0.0629,0.194,0.1421
672,0.0622,0.0312,0.1269,0.5544,0.0489,0.1764
673,0.093,0.0451,0.2323,0.2507,0.0762,0.3026
674,0.3594,0.1079,0.225,0.0844,0.1099,0.1135
675,0.0973,0.0469,0.2313,0.2802,0.0769,0.2675
676,0.1359,0.0592,0.4508,0.0598,0.1807,0.1136
677,0.1848,0.0726,0.3972,0.0676,0.1608,0.1169
678,0.0764,0.0392,0.1473,0.4583,0.0609,0.2179
679,0.0721,0.037,0.1369,0.503,0.0567,0.1944
680,0.1478,0.0624,0.397,0.1185,0.1033,0.1709
681,0.0807,0.0416,0.1541,0.4304,0.0645,0.2287
682,0.0905,0.0454,0.3503,0.0881,0.1124,0.3132
683,0.1581,0.0631,0.4589,0.0682,0.1338,0.118
684,0.0911,0.0451,0.4153,0.0811,0.1169,0.2506
685,0.0408,0.0208,0.1053,0.0758,0.0393,0.718
686,0.0614,0.0286,0.6946,0.0415,0.0796,0.0943
687,0.1072,0.0499,0.3313,0.1622,0.0883,0.2611
688,0.1103,0.051,0.3412,0.159,0.0897,0.2488
689,0.0673,0.0352,0.1587,0.1171,0.0659,0.5557
690,0.106,0.0494,0.3318,0.1603,0.088,0.2646
691,0.0834,0.043,0.1635,0.3829,0.068,0.2592
692,0.0868,0.0419,0.5286,0.0627,0.1229,0.1571
693,0.0807,0.0387,0.5563,0.0613,0.1067,0.1562
694,0.0844,0.0417,0.1972,0.2983,0.0697,0.3087
695,0.0765,0.0362,0.6084,0.0519,0.1056,0.1214
696,0.0824,0.0425,0.1783,0.2366,0.0721,0.3881
697,0.0066,0.0034,0.018,0.0107,0.0066,0.9548
698,0.2914,0.0952,0.2844,0.0696,0.1491,0.1102
699,0.0438,0.0221,0.0848,0.7018,0.0338,0.1137
700,0.0538,0.0237,0.7591,0.0368,0.0536,0.073
701,0.0881,0.046,0.1825,0.2406,0.0769,0.366
702,0.0769,0.0391,0.1591,0.404,0.0628,0.2581
703,0.1042,0.0467,0.4769,0.1001,0.0895,0.1827
704,0.1293,0.055,0.4999,0.0592,0.146,0.1106
705,0.0829,0.0425,0.1758,0.292,0.0705,0.3362
706,0.3112,0.097,0.2722,0.0704,0.14,0.1092
707,0.0757,0.0386,0.1751,0.2041,0.0672,0.4393
708,0.1032,0.0491,0.2579,0.2394,0.0816,0.2689
709,0.073,0.0359,0.1467,0.5161,0.055,0.1734
710,0.0852,0.0441,0.1685,0.3564,0.0702,0.2756
711,0.0947,0.0502,0.1902,0.2147,0.0842,0.366
712,0.0674,0.0345,0.1256,0.5497,0.0523,0.1706
713,0.1016,0.0534,0.1736,0.3706,0.0779,0.2228
714,0.0445,0.0223,0.0875,0.695,0.0344,0.1163
715,0.1048,0.0469,0.4763,0.1003,0.0897,0.1821
716,0.095,0.0499,0.1803,0.3089,0.0787,0.2872
717,0.0885,0.046,0.1709,0.3504,0.0725,0.2718
718,0.0943,0.047,0.4053,0.0812,0.1261,0.2461
719,0.4505,0.1326,0.1619,0.0501,0.1268,0.078
720,0.1073,0.0499,0.334,0.1605,0.0885,0.2598
721,0.3151,0.0999,0.2623,0.0666,0.1507,0.1055
722,0.1042,0.0553,0.1839,0.3163,0.0834,0.257
723,0.0998,0.0532,0.1931,0.229,0.0873,0.3376
724,0.0586,0.0292,0.1186,0.5895,0.0455,0.1586
725,0.0834,0.0408,0.1792,0.4087,0.0647,0.2232
726,0.0962,0.0509,0.1893,0.238,0.0837,0.342
727,0.3922,0.3032,0.1127,0.0461,0.0802,0.0655
728,0.3449,0.1011,0.2458,0.0785,0.1177,0.112
729,0.2074,0.0989,0.2242,0.0569,0.3134,0.0993
730,0.0963,0.0464,0.2108,0.3399,0.0734,0.2332
731,0.0866,0.0422,0.1767,0.432,0.0647,0.1979
732,0.1857,0.0716,0.3942,0.0917,0.1175,0.1393
733,0.1521,0.0884,0.1831,0.0528,0.428,0.0956
734,0.0772,0.0362,0.5558,0.0709,0.0823,0.1776
735,0.2919,0.1124,0.233,0.0605,0.202,0.1002
736,0.1437,0.0608,0.4099,0.1142,0.1025,0.1689
737,0.1311,0.0537,0.5208,0.0652,0.1142,0.1149
738,0.1848,0.0732,0.3665,0.1094,0.1122,0.1538
739,0.2087,0.1597,0.2059,0.0848,0.2008,0.1399
740,0.1241,0.0513,0.5384,0.0631,0.1108,0.1124
741,0.0916,0.0424,0.5662,0.0524,0.1357,0.1118
742,0.3927,0.1438,0.1754,0.0535,0.1499,0.0847
743,0.0874,0.0444,0.2982,0.0914,0.1057,0.3729
744,0.1661,0.1047,0.2077,0.0678,0.3296,0.1241
745,0.1045,0.049,0.3159,0.1695,0.0867,0.2744
746,0.3595,0.1348,0.1919,0.0561,0.1675,0.0901
747,0.0468,0.0217,0.7635,0.0342,0.0554,0.0784
748,0.2123,0.1621,0.2009,0.076,0.2214,0.1273
749,0.1704,0.1087,0.2075,0.0684,0.3209,0.1241
750,0.027,0.0123,0.8683,0.0194,0.0303,0.0426
751,0.1135,0.0563,0.2613,0.0513,0.4145,0.1031
752,0.0816,0.0416,0.138,0.0317,0.6466,0.0605
753,0.0515,0.0262,0.1557,0.0705,0.0546,0.6415
754,0.1069,0.0536,0.2314,0.0474,0.4659,0.0948
755,0.126,0.0607,0.2698,0.0522,0.3899,0.1014
756,0.1835,0.123,0.2111,0.0743,0.2759,0.1321
757,0.0532,0.0247,0.7253,0.0404,0.0621,0.0944
758,0.2379,0.1206,0.2087,0.0583,0.2752,0.0993
759,0.1432,0.0664,0.3087,0.0567,0.317,0.108
760,0.0307,0.0157,0.0852,0.0461,0.0316,0.7906
761,0.3629,0.1298,0.1954,0.0564,0.165,0.0905
762,0.0864,0.0414,0.3766,0.1027,0.0866,0.3064
763,0.1105,0.0572,0.2544,0.0554,0.4065,0.1161
764,0.0458,0.0235,0.1286,0.0649,0.0482,0.6889
765,0.0423,0.0216,0.1208,0.0603,0.0444,0.7106
766,0.0892,0.0463,0.1343,0.0328,0.6361,0.0613
767,0.2465,0.1991,0.1824,0.0643,0.2027,0.105
768,0.1157,0.0632,0.2249,0.0582,0.4176,0.1204
769,0.1835,0.0995,0.1975,0.0545,0.369,0.096
770,0.0526,0.0266,0.1625,0.0724,0.0553,0.6306
771,0.1741,0.0922,0.1971,0.0528,0.3901,0.0937
772,0.3239,0.1269,0.2077,0.0582,0.1883,0.0949
773,0.4389,0.1399,0.1617,0.0504,0.1305,0.0787
774,0.1876,0.1025,0.198,0.0551,0.3599,0.0969
775,0.2126,0.0964,0.2393,0.0582,0.2918,0.1015
776,0.1159,0.0611,0.159,0.0404,0.5491,0.0744
777,0.2559,0.1213,0.2134,0.0587,0.2516,0.0991
778,0.1587,0.0783,0.2101,0.0508,0.4102,0.0918
779,0.0969,0.0523,0.1808,0.0451,0.5342,0.0908
780,0.1699,0.1062,0.1983,0.0623,0.3513,0.112
781,0.1773,0.1167,0.2155,0.0764,0.2764,0.1377
782,0.117,0.054,0.4539,0.0581,0.1989,0.1182
783,0.1849,0.1253,0.2142,0.0783,0.2587,0.1387
784,0.1116,0.0561,0.1751,0.0406,0.5406,0.0759
785,0.162,0.0827,0.1991,0.0507,0.4146,0.091
786,0.0714,0.0368,0.1319,0.0299,0.6715,0.0585
787,0.1295,0.0723,0.2538,0.0723,0.3177,0.1544
788,0.3376,0.144,0.1904,0.0566,0.18,0.0915
789,0.007,0.0037,0.0116,0.0028,0.9693,0.0055
790,0.1121,0.0554,0.2321,0.0473,0.4604,0.0927
791,0.1945,0.1349,0.2062,0.0729,0.2645,0.1269
792,0.1353,0.0769,0.2662,0.0908,0.2264,0.2044
793,0.1297,0.0633,0.215,0.0472,0.4564,0.0884
794,0.133,0.0749,0.259,0.0777,0.2877,0.1677
795,0.1146,0.0584,0.3512,0.0691,0.2471,0.1596
796,0.1216,0.0655,0.2708,0.0683,0.3244,0.1494
797,0.1224,0.0664,0.2955,0.0883,0.2067,0.2207
798,0.1306,0.0728,0.2644,0.0771,0.2866,0.1686
799,0.2273,0.1743,0.1918,0.0679,0.2256,0.113
800,0.2219,0.1795,0.1949,0.0747,0.2062,0.1228
801,0.208,0.1521,0.2013,0.0725,0.2428,0.1233
802,0.1688,0.1076,0.2118,0.071,0.3108,0.1299
803,0.1248,0.0681,0.2905,0.087,0.2184,0.2112
804,0.1143,0.0572,0.3596,0.0648,0.2597,0.1445
805,0.1045,0.0539,0.34,0.0877,0.1509,0.263
806,0.1201,0.0649,0.2966,0.0909,0.192,0.2355
807,0.1296,0.0725,0.2722,0.0964,0.198,0.2313
808,0.116,0.0621,0.2995,0.0929,0.1756,0.254
809,0.1939,0.0924,0.2261,0.0558,0.3332,0.0985
810,0.2098,0.0998,0.2244,0.0571,0.3095,0.0995
811,0.1572,0.0969,0.2223,0.0745,0.3077,0.1415
812,0.1296,0.072,0.2777,0.0859,0.2359,0.1988
813,0.1163,0.0613,0.3237,0.0835,0.2005,0.2147
814,0.1279,0.062,0.2286,0.0484,0.4416,0.0915
815,0.2341,0.1473,0.1943,0.0609,0.2607,0.1028
816,0.3042,0.1262,0.2111,0.0587,0.2033,0.0966
817,0.3249,0.1293,0.205,0.058,0.1883,0.0945
818,0.2015,0.1192,0.1967,0.0586,0.3223,0.1017
819,0.1704,0.1028,0.1921,0.0577,0.3739,0.103
820,0.1755,0.1014,0.1916,0.0554,0.378,0.0981
821,0.1251,0.068,0.29,0.0808,0.2474,0.1888
822,0.1878,0.0827,0.2798,0.0593,0.2843,0.1061
823,0.2512,0.1074,0.2364,0.0599,0.2433,0.1017
824,0.2145,0.1613,0.1984,0.072,0.2326,0.1212
825,0.2004,0.0951,0.2269,0.0565,0.322,0.0992
826,0.2644,0.1245,0.2115,0.0587,0.2422,0.0987
827,0.2235,0.1782,0.1936,0.072,0.2137,0.119
828,0.1146,0.0609,0.31,0.0902,0.1775,0.2468
829,0.1124,0.0599,0.298,0.0947,0.1623,0.2727
830,0.3001,0.114,0.2296,0.0603,0.1967,0.0994
831,0.121,0.0587,0.3163,0.0563,0.3337,0.1141
832,0.1121,0.063,0.1846,0.0506,0.49,0.0996
833,0.1547,0.072,0.2649,0.0548,0.3522,0.1014
834,0.1098,0.0568,0.3483,0.0832,0.1758,0.2261
835,0.1108,0.061,0.2313,0.1273,0.1217,0.348
836,0.1355,0.0786,0.2216,0.0665,0.3653,0.1324
837,0.1732,0.0806,0.2455,0.0553,0.3456,0.0997
838,0.1185,0.0578,0.3429,0.0586,0.3002,0.122
839,0.154,0.0873,0.1826,0.0514,0.4321,0.0925
840,0.1627,0.0748,0.2691,0.056,0.3345,0.1028
841,0.1168,0.065,0.2269,0.1399,0.1215,0.3299
842,0.1156,0.0593,0.3029,0.0624,0.3242,0.1356
843,0.2869,0.2867,0.1514,0.0707,0.1067,0.0975
844,0.1511,0.0668,0.3733,0.0605,0.2347,0.1137
845,0.1463,0.0653,0.3763,0.06,0.2382,0.1139
846,0.2359,0.1563,0.1923,0.062,0.2495,0.1041
847,0.1277,0.058,0.3153,0.1854,0.0934,0.2203
848,0.0849,0.0409,0.3493,0.105,0.085,0.3349
849,0.2399,0.3586,0.1395,0.0573,0.1184,0.0863
850,0.1184,0.058,0.3196,0.0572,0.329,0.1179
851,0.2442,0.292,0.1591,0.0657,0.139,0.1001
852,0.5563,0.1557,0.1098,0.0442,0.0723,0.0618
853,0.1077,0.0545,0.3898,0.0746,0.1846,0.1888
854,0.1147,0.0541,0.4327,0.0591,0.2159,0.1235
855,0.1075,0.0528,0.4253,0.0648,0.2014,0.1483
856,0.1363,0.058,0.4291,0.109,0.1006,0.1671
857,0.0807,0.0392,0.2929,0.1118,0.079,0.3964
858,0.0953,0.0474,0.4189,0.0787,0.1311,0.2286
859,0.2447,0.287,0.1603,0.0652,0.1427,0.1001
860,0.0862,0.0424,0.3813,0.0872,0.1005,0.3024
861,0.0856,0.0394,0.5259,0.0826,0.0829,0.1837
862,0.0704,0.036,0.2141,0.0864,0.0786,0.5146
863,0.0849,0.0412,0.4696,0.0768,0.102,0.2255
864,0.0965,0.0483,0.3952,0.0818,0.1321,0.2461
865,0.0815,0.0397,0.3254,0.1003,0.0841,0.369
866,0.1135,0.0533,0.4468,0.0587,0.2053,0.1224
867,0.1435,0.0656,0.3406,0.0584,0.2802,0.1117
868,0.0667,0.0331,0.2247,0.0928,0.0681,0.5146
869,0.1179,0.0553,0.4263,0.0589,0.2206,0.121
870,0.0972,0.0485,0.4101,0.0792,0.1367,0.2283
871,0.0984,0.0458,0.3957,0.1208,0.0881,0.2512
872,0.0871,0.0421,0.2773,0.1459,0.0788,0.3688
873,0.097,0.0412,0.6073,0.0594,0.087,0.108
874,0.0777,0.0396,0.2512,0.0898,0.0891,0.4526
875,0.0723,0.0342,0.5977,0.0592,0.0859,0.1508
876,0.0951,0.0495,0.279,0.0963,0.1194,0.3607
877,0.4737,0.231,0.1101,0.0403,0.0849,0.06
878,0.1138,0.0567,0.3688,0.0641,0.2542,0.1423
879,0.0762,0.0359,0.5609,0.0689,0.083,0.1752
880,0.0776,0.0384,0.2905,0.0929,0.0841,0.4165
881,0.1382,0.0567,0.4996,0.0635,0.1287,0.1134
882,0.076,0.0372,0.2493,0.1187,0.0726,0.4462
883,0.09,0.043,0.3199,0.1306,0.083,0.3336
884,0.1081,0.0585,0.2568,0.1079,0.1341,0.3347
885,0.0744,0.0367,0.2695,0.0963,0.0773,0.4457
886,0.0613,0.0271,0.7334,0.0361,0.0696,0.0724
887,0.078,0.0391,0.2765,0.0902,0.0878,0.4284
888,0.0774,0.0378,0.2631,0.1153,0.0747,0.4318
