f,1,2,3,4,5,6
4615,0.1316,0.0769,0.1893,0.0554,0.4416,0.1052
4616,0.2115,0.0996,0.2269,0.0573,0.3049,0.0998
4617,0.084,0.041,0.1676,0.4591,0.0622,0.1861
4618,0.1973,0.0908,0.2401,0.0571,0.3139,0.1008
4619,0.1149,0.0654,0.177,0.0495,0.4977,0.0955
4620,0.206,0.094,0.2398,0.0578,0.3011,0.1013
4621,0.1937,0.0756,0.3588,0.1074,0.1139,0.1507
4622,0.1968,0.0763,0.357,0.1061,0.1146,0.1493
4623,0.1489,0.0892,0.2329,0.077,0.2998,0.1521
4624,0.2606,0.0909,0.3068,0.0692,0.1599,0.1126
4625,0.313,0.0974,0.2704,0.0699,0.1406,0.1087
4626,0.2684,0.0924,0.2996,0.0689,0.1589,0.1117
4627,0.1894,0.0884,0.2366,0.0562,0.3298,0.0997
4628,0.272,0.0925,0.2989,0.0696,0.155,0.112
4629,0.163,0.074,0.2872,0.0574,0.3129,0.1056
4630,0.2387,0.1025,0.2437,0.06,0.2525,0.1027
4631,0.2563,0.0896,0.3132,0.07,0.1572,0.1137
4632,0.2662,0.0919,0.3019,0.0691,0.159,0.112
4633,0.086,0.0419,0.1748,0.4374,0.0641,0.1957
4634,0.0759,0.038,0.1881,0.1983,0.0668,0.4328
4635,0.1769,0.0841,0.2298,0.0544,0.3572,0.0974
4636,0.3383,0.105,0.2384,0.0877,0.1125,0.1182
4637,0.2922,0.1247,0.2134,0.0589,0.2132,0.0976
4638,0.3076,0.1334,0.2035,0.0581,0.202,0.0954
4639,0.0778,0.0389,0.1896,0.2155,0.0678,0.4103
4640,0.2764,0.0937,0.2932,0.0688,0.157,0.1109
4641,0.3218,0.1334,0.2016,0.0578,0.1912,0.0942
4642,0.1987,0.0744,0.3918,0.0775,0.1327,0.125
4643,0.2037,0.0964,0.2271,0.0567,0.3167,0.0994
4644,0.2541,0.0888,0.317,0.0706,0.1551,0.1144
4645,0.2748,0.121,0.2173,0.0591,0.2291,0.0988
4646,0.0771,0.0386,0.1881,0.2107,0.0674,0.418
4647,0.3065,0.0979,0.2711,0.0681,0.1489,0.1076
4648,0.2562,0.0895,0.3136,0.0701,0.1568,0.1138
4649,0.2676,0.0923,0.3002,0.0689,0.1593,0.1117
4650,0.3038,0.0974,0.2736,0.0684,0.1487,0.1081
4651,0.4493,0.1095,0.1827,0.0671,0.0987,0.0927
4652,0.2551,0.1167,0.2194,0.0589,0.2502,0.0997
4653,0.0754,0.0374,0.2019,0.1674,0.0674,0.4504
4654,0.2583,0.0902,0.3103,0.0697,0.1584,0.1132
4655,0.4539,0.1087,0.1814,0.066,0.0984,0.0915
4656,0.3166,0.2844,0.144,0.0657,0.0992,0.0902
4657,0.3034,0.3139,0.1378,0.062,0.0969,0.086
4658,0.2854,0.0957,0.2839,0.0679,0.1578,0.1092
4659,0.3214,0.2643,0.1495,0.0692,0.1014,0.0942
4660,0.0752,0.0376,0.1906,0.1868,0.0666,0.4432
4661,0.2547,0.0891,0.3153,0.0702,0.1567,0.114
4662,0.3359,0.2767,0.1409,0.0634,0.0962,0.087
4663,0.2951,0.3667,0.1224,0.0532,0.0879,0.0748
4664,0.2605,0.0909,0.3066,0.0691,0.1603,0.1125
4665,0.3199,0.2713,0.1475,0.0679,0.1006,0.0927
4666,0.0752,0.0375,0.1911,0.1853,0.0666,0.4443
4667,0.3243,0.2849,0.1415,0.064,0.0973,0.0879
4668,0.3383,0.2779,0.1397,0.0626,0.0955,0.086
4669,0.3074,0.3121,0.1372,0.0616,0.0963,0.0854
4670,0.2958,0.3332,0.1335,0.0595,0.095,0.0831
4671,0.3036,0.3077,0.1398,0.0632,0.0981,0.0876
4672,0.3105,0.2908,0.1436,0.0655,0.0995,0.0901
4673,0.3114,0.2981,0.1408,0.0637,0.098,0.088
4674,0.3089,0.2664,0.1523,0.0713,0.104,0.097
4675,0.3057,0.3074,0.1393,0.0629,0.0976,0.0871
4676,0.3056,0.3138,0.1372,0.0616,0.0964,0.0855
4677,0.3197,0.271,0.1477,0.0681,0.1007,0.0928
4678,0.3391,0.277,0.1398,0.0626,0.0955,0.086
4679,0.354,0.2724,0.1367,0.0605,0.0932,0.0832
4680,0.3466,0.2713,0.1395,0.0623,0.0949,0.0855
4681,0.3086,0.3035,0.1398,0.0632,0.0976,0.0873
4682,0.3278,0.2827,0.1412,0.0638,0.0969,0.0876
4683,0.306,0.3018,0.1411,0.064,0.0986,0.0885
4684,0.3357,0.2783,0.1404,0.0631,0.096,0.0866
4685,0.3027,0.3085,0.1398,0.0633,0.0982,0.0876
4686,0.3365,0.2676,0.1439,0.0653,0.0976,0.0892
4687,0.3055,0.2872,0.1462,0.0673,0.1014,0.0924
4688,0.3335,0.2639,0.1461,0.0668,0.0988,0.091
4689,0.3075,0.305,0.1396,0.0631,0.0976,0.0872
4690,0.3093,0.2757,0.149,0.0691,0.1024,0.0944
4691,0.3149,0.2909,0.1422,0.0646,0.0985,0.0889
4692,0.3012,0.2993,0.1434,0.0655,0.1003,0.0904
4693,0.3492,0.2646,0.141,0.0632,0.0954,0.0865
4694,0.3344,0.2777,0.141,0.0635,0.0964,0.0871
4695,0.341,0.0996,0.2525,0.0701,0.1305,0.1063
4696,0.3398,0.0996,0.2532,0.07,0.1313,0.1062
4697,0.3208,0.2656,0.1492,0.0691,0.1013,0.094
4698,0.3083,0.2679,0.152,0.0711,0.1039,0.0968
4699,0.3154,0.2681,0.1499,0.0696,0.1022,0.0948
4700,0.3039,0.3011,0.142,0.0646,0.0993,0.0892
4701,0.3008,0.3118,0.1392,0.0629,0.098,0.0872
4702,0.3408,0.0997,0.2524,0.0699,0.131,0.1061
4703,0.3305,0.0988,0.2593,0.0703,0.1338,0.1073
4704,0.2935,0.3297,0.1353,0.0606,0.0963,0.0845
4705,0.5719,0.1622,0.101,0.0399,0.0686,0.0565
4706,0.3465,0.1001,0.2488,0.0698,0.1292,0.1055
4707,0.3348,0.267,0.1446,0.0658,0.0981,0.0898
4708,0.4702,0.2465,0.1059,0.0417,0.0758,0.0599
4709,0.3457,0.2705,0.14,0.0627,0.0952,0.0859
4710,0.5844,0.1558,0.0988,0.0389,0.067,0.0551
4711,0.3236,0.0983,0.2636,0.07,0.1367,0.1078
4712,0.315,0.2918,0.1419,0.0644,0.0983,0.0887
4713,0.1888,0.074,0.389,0.0676,0.1639,0.1167
4714,0.1539,0.0662,0.3456,0.1464,0.1024,0.1854
4715,0.4758,0.106,0.1739,0.0615,0.0963,0.0865
4716,0.2257,0.0845,0.32,0.108,0.116,0.1458
4717,0.4389,0.1256,0.1717,0.0519,0.1309,0.081
4718,0.158,0.0965,0.1959,0.0603,0.3793,0.11
4719,0.4831,0.1054,0.171,0.0603,0.0953,0.085
4720,0.5088,0.1014,0.1625,0.0543,0.0944,0.0786
4721,0.4632,0.2576,0.1042,0.0403,0.0762,0.0585
4722,0.5103,0.1015,0.1616,0.0545,0.0935,0.0785
4723,0.1822,0.12,0.2057,0.0691,0.3,0.1229
4724,0.5067,0.1014,0.1636,0.0542,0.0954,0.0787
4725,0.3235,0.1525,0.1879,0.0569,0.187,0.0922
4726,0.5086,0.1013,0.1627,0.0541,0.0948,0.0785
4727,0.4824,0.1026,0.1747,0.0561,0.102,0.0823
4728,0.1737,0.1113,0.2046,0.0669,0.323,0.1205
4729,0.5105,0.1017,0.1613,0.0548,0.0929,0.0787
4730,0.2415,0.1464,0.1948,0.0601,0.256,0.1012
4731,0.1476,0.0888,0.2124,0.0667,0.3571,0.1273
4732,0.5211,0.1005,0.1573,0.0526,0.0923,0.0762
4733,0.178,0.1149,0.2033,0.0666,0.3183,0.1189
4734,0.4884,0.1024,0.1719,0.0551,0.1012,0.0811
4735,0.5028,0.1015,0.1655,0.0541,0.0971,0.079
4736,0.1533,0.0929,0.1947,0.0594,0.3906,0.1091
4737,0.2461,0.1508,0.1936,0.0602,0.2483,0.101
4738,0.0619,0.0308,0.1261,0.5667,0.048,0.1664
4739,0.1597,0.0992,0.2107,0.0684,0.3349,0.1271
4740,0.5013,0.1016,0.1661,0.0538,0.0982,0.0789
4741,0.1673,0.1045,0.1999,0.0631,0.351,0.1142
4742,0.1581,0.0978,0.2215,0.0743,0.3076,0.1407
4743,0.1637,0.1029,0.2126,0.0704,0.3204,0.1301
4744,0.1606,0.1,0.2112,0.0689,0.3313,0.1279
4745,0.5101,0.1095,0.1542,0.0581,0.0878,0.0803
4746,0.5032,0.11,0.1569,0.0592,0.0889,0.0817
4747,0.2335,0.0857,0.3183,0.1033,0.1174,0.1418
4748,0.1614,0.1009,0.219,0.0738,0.3067,0.1382
4749,0.562,0.1027,0.1354,0.0501,0.0796,0.0701
4750,0.4824,0.1026,0.1747,0.0565,0.1012,0.0826
4751,0.5158,0.101,0.1594,0.0535,0.0929,0.0774
4752,0.5022,0.1032,0.1639,0.0567,0.0932,0.0808
4753,0.496,0.102,0.1683,0.0556,0.0973,0.0807
4754,0.1488,0.0899,0.2024,0.0626,0.3789,0.1173
4755,0.1802,0.1168,0.2029,0.0665,0.3154,0.1183
4756,0.4966,0.1019,0.1682,0.0544,0.0991,0.0798
4757,0.5314,0.1022,0.1504,0.0534,0.0868,0.0756
4758,0.482,0.1027,0.1747,0.0572,0.1002,0.0832
4759,0.4792,0.1027,0.1762,0.0565,0.1025,0.0829
4760,0.5033,0.1047,0.1619,0.0575,0.0916,0.0811
4761,0.519,0.1012,0.1576,0.0538,0.0913,0.0772
4762,0.1525,0.0929,0.2052,0.0644,0.3646,0.1204
4763,0.2257,0.0838,0.3266,0.1035,0.1173,0.1431
4764,0.5127,0.101,0.161,0.0533,0.0945,0.0775
4765,0.5122,0.1013,0.1609,0.0541,0.0933,0.0781
4766,0.0775,0.0392,0.1813,0.2268,0.0676,0.4076
4767,0.4967,0.1052,0.1645,0.0586,0.0926,0.0824
4768,0.5341,0.1013,0.15,0.0527,0.0869,0.075
4769,0.5202,0.101,0.1572,0.0534,0.0913,0.0769
4770,0.1666,0.1057,0.2136,0.0717,0.3105,0.1319
4771,0.5009,0.1017,0.1662,0.0549,0.0966,0.0797
4772,0.478,0.1043,0.1748,0.0599,0.0976,0.0854
4773,0.1097,0.0553,0.2543,0.0515,0.4239,0.1053
4774,0.0887,0.0461,0.1761,0.313,0.0743,0.3018
4775,0.496,0.106,0.164,0.059,0.0922,0.0827
4776,0.1187,0.058,0.2421,0.0488,0.4376,0.0949
4777,0.5393,0.1013,0.1475,0.0523,0.0856,0.0741
4778,0.5137,0.1013,0.1602,0.0541,0.0928,0.078
4779,0.1161,0.06,0.181,0.3681,0.081,0.1937
4780,0.2965,0.1035,0.2553,0.0633,0.1778,0.1036
4781,0.0854,0.0435,0.1622,0.0358,0.603,0.0701
4782,0.5282,0.101,0.1532,0.053,0.0888,0.0758
4783,0.1009,0.0483,0.2376,0.2771,0.0785,0.2576
4784,0.1014,0.0485,0.2398,0.2734,0.079,0.258
4785,0.2409,0.0885,0.3044,0.1071,0.1162,0.1429
4786,0.0996,0.0505,0.2081,0.0441,0.5096,0.0881
4787,0.1079,0.0544,0.2429,0.0497,0.4445,0.1007
4788,0.1081,0.0546,0.2454,0.0502,0.4394,0.1022
4789,0.0978,0.0503,0.2053,0.045,0.5107,0.0909
4790,0.1172,0.0575,0.2234,0.0466,0.4658,0.0896
4791,0.1012,0.0485,0.2352,0.2842,0.0783,0.2526
4792,0.0963,0.0495,0.2006,0.0438,0.5214,0.0883
4793,0.0669,0.0344,0.1191,0.0273,0.6995,0.0528
4794,0.1112,0.0561,0.2643,0.0531,0.4062,0.1092
4795,0.0697,0.0359,0.1272,0.0289,0.682,0.0564
4796,0.1013,0.0485,0.2373,0.2794,0.0786,0.2549
4797,0.2741,0.1135,0.2294,0.0599,0.2227,0.1003
4798,0.4541,0.1042,0.1872,0.0575,0.1111,0.0859
4799,0.456,0.1044,0.186,0.057,0.1113,0.0853
4800,0.1168,0.0603,0.1816,0.3667,0.0812,0.1933
4801,0.1103,0.0566,0.1749,0.3935,0.077,0.1876
4802,0.1098,0.0563,0.1744,0.3957,0.0767,0.1872
4803,0.2742,0.2357,0.1712,0.0852,0.1182,0.1154
4804,0.1206,0.062,0.1851,0.3572,0.0827,0.1924
4805,0.1138,0.0583,0.1786,0.3822,0.0787,0.1884
4806,0.1106,0.0598,0.2187,0.0548,0.443,0.113
4807,0.1194,0.0615,0.184,0.3602,0.0822,0.1928
4808,0.1201,0.0618,0.1846,0.3581,0.0826,0.1928
4809,0.0823,0.0423,0.1779,0.2543,0.0712,0.372
4810,0.1096,0.0561,0.1742,0.3972,0.0765,0.1864
4811,0.1167,0.0598,0.1815,0.3719,0.0803,0.1897
4812,0.0795,0.0405,0.1785,0.2481,0.0689,0.3845
4813,0.0827,0.0425,0.1777,0.2631,0.0713,0.3628
4814,0.0826,0.0424,0.1778,0.2601,0.0713,0.3658
4815,0.0804,0.0412,0.1777,0.2442,0.07,0.3865
4816,0.0828,0.0426,0.1781,0.256,0.0717,0.3688
4817,0.0794,0.0405,0.1783,0.2443,0.069,0.3886
4818,0.0829,0.0427,0.1783,0.25,0.072,0.3742
4819,0.0817,0.0418,0.1742,0.3088,0.069,0.3245
4820,0.0831,0.0429,0.1784,0.2507,0.0721,0.3728
4821,0.1185,0.0609,0.1832,0.3647,0.0815,0.1912
4822,0.2678,0.1094,0.2372,0.0604,0.2237,0.1015
4823,0.0801,0.0409,0.178,0.2511,0.0693,0.3805
4824,0.0811,0.0417,0.1777,0.2409,0.0707,0.3879
4825,0.0825,0.0425,0.1782,0.2458,0.0718,0.3791
4826,0.0819,0.0422,0.178,0.2435,0.0714,0.383
4827,0.0792,0.0405,0.1777,0.2363,0.0691,0.3972
4828,0.0805,0.041,0.178,0.2633,0.0692,0.3679
4829,0.0814,0.0417,0.1776,0.2624,0.0702,0.3667
4830,0.0795,0.0407,0.1775,0.2346,0.0695,0.3982
4831,0.1146,0.059,0.1794,0.3765,0.0797,0.1908
4832,0.0836,0.043,0.1731,0.3184,0.0702,0.3117
4833,0.0834,0.0429,0.1731,0.3185,0.0701,0.3121
4834,0.0826,0.0424,0.1713,0.331,0.0691,0.3037
4835,0.0822,0.0421,0.1757,0.2928,0.0698,0.3374
4836,0.0812,0.0415,0.1774,0.2692,0.0697,0.3609
4837,0.0801,0.0411,0.1774,0.2329,0.0701,0.3984
4838,0.0824,0.0422,0.175,0.3006,0.0698,0.33
4839,0.0825,0.0423,0.1761,0.2887,0.0702,0.3403
4840,0.0831,0.0428,0.178,0.2594,0.0718,0.365
4841,0.0811,0.0415,0.1776,0.2642,0.0698,0.3658
4842,0.0811,0.0414,0.1728,0.3222,0.0681,0.3145
4843,0.5142,0.157,0.1255,0.052,0.0799,0.0714
4844,0.0823,0.0424,0.1783,0.2378,0.0719,0.3873
4845,0.083,0.0426,0.174,0.3102,0.07,0.3203
4846,0.4808,0.1708,0.1321,0.0558,0.0843,0.0762
4847,0.4898,0.1692,0.1294,0.0543,0.0828,0.0744
4848,0.5093,0.1591,0.1264,0.0525,0.0806,0.0721
4849,0.4823,0.1695,0.1321,0.0558,0.0842,0.0762
4850,0.4961,0.1651,0.1288,0.0539,0.0822,0.0738
4851,0.482,0.1702,0.1319,0.0557,0.0841,0.0761
4852,0.0565,0.0304,0.0863,0.0219,0.7633,0.0416
4853,0.5065,0.1605,0.1269,0.0528,0.0809,0.0724
4854,0.4829,0.1714,0.131,0.0552,0.0838,0.0756
4855,0.5173,0.1604,0.1228,0.0507,0.0789,0.0699
4856,0.0807,0.0412,0.1778,0.2612,0.0695,0.3696
4857,0.0694,0.0374,0.1036,0.0264,0.7133,0.0498
4858,0.0764,0.0386,0.18,0.2147,0.067,0.4233
4859,0.0819,0.0419,0.1769,0.2777,0.07,0.3517
4860,0.4765,0.1713,0.1335,0.0566,0.085,0.0772
4861,0.0744,0.0377,0.1764,0.1981,0.066,0.4474
4862,0.4814,0.1671,0.1335,0.0564,0.0846,0.077
4863,0.0831,0.0427,0.1732,0.3169,0.0699,0.3143
4864,0.0727,0.0369,0.174,0.1866,0.0649,0.4648
4865,0.0722,0.0365,0.1753,0.1831,0.0645,0.4683
4866,0.0812,0.0414,0.176,0.2935,0.0689,0.3389
4867,0.0661,0.0333,0.1674,0.1499,0.0602,0.5232
4868,0.4818,0.1746,0.1301,0.0548,0.0836,0.0751
4869,0.0713,0.0359,0.1764,0.1757,0.0639,0.4767
4870,0.0736,0.0374,0.1744,0.1922,0.0656,0.4567
4871,0.4602,0.1849,0.1337,0.057,0.0862,0.0779
4872,0.5071,0.167,0.1238,0.0513,0.08,0.0708
4873,0.4517,0.1877,0.1357,0.0582,0.0874,0.0794
4874,0.0695,0.035,0.1728,0.1661,0.0626,0.4941
4875,0.1019,0.0569,0.1451,0.0393,0.583,0.0738
4876,0.4527,0.1947,0.1325,0.0565,0.0863,0.0774
4877,0.0736,0.0371,0.1797,0.1901,0.0654,0.4541
4878,0.4717,0.1779,0.1325,0.0562,0.085,0.0768
4879,0.5012,0.1665,0.1263,0.0526,0.0811,0.0723
4880,0.4666,0.178,0.1343,0.0572,0.0859,0.078
4881,0.064,0.0323,0.1618,0.1423,0.0586,0.541
4882,0.4566,0.1892,0.1333,0.0569,0.0863,0.0778
4883,0.4572,0.2327,0.1159,0.0474,0.0799,0.0668
4884,0.5047,0.1848,0.1173,0.0481,0.0781,0.067
4885,0.4773,0.2011,0.1209,0.0501,0.0809,0.0697
4886,0.4925,0.1921,0.1189,0.049,0.0793,0.0682
4887,0.4756,0.2126,0.117,0.048,0.0795,0.0673
4888,0.4969,0.1885,0.1187,0.0488,0.079,0.068
4889,0.5221,0.1738,0.1153,0.047,0.0763,0.0655
4890,0.4628,0.2198,0.1189,0.049,0.0808,0.0686
4891,0.4427,0.2407,0.1181,0.0487,0.0813,0.0684
4892,0.1988,0.1191,0.1962,0.0589,0.3245,0.1025
4893,0.454,0.2326,0.1171,0.0481,0.0805,0.0676
4894,0.4775,0.2113,0.1168,0.0479,0.0794,0.0671
4895,0.4311,0.2077,0.135,0.0582,0.0884,0.0796
4896,0.4797,0.2102,0.1164,0.0477,0.0791,0.0669
4897,0.4859,0.2071,0.1154,0.0471,0.0784,0.0661
4898,0.0738,0.0373,0.1771,0.1935,0.0655,0.4528
4899,0.4844,0.2077,0.1157,0.0473,0.0786,0.0663
4900,0.4598,0.2235,0.1185,0.0489,0.0808,0.0685
4901,0.4148,0.218,0.1366,0.0594,0.09,0.0812
4902,0.4707,0.2228,0.1148,0.0468,0.0789,0.0659
4903,0.482,0.2091,0.116,0.0475,0.0788,0.0666
4904,0.4067,0.2219,0.1379,0.0602,0.0909,0.0823
4905,0.4438,0.2666,0.1079,0.0429,0.0773,0.0615
4906,0.4042,0.2154,0.1413,0.0623,0.0922,0.0846
4907,0.4135,0.2944,0.1084,0.0434,0.078,0.0622
4908,0.0723,0.0363,0.1812,0.1773,0.0646,0.4682
4909,0.2803,0.3705,0.1255,0.0551,0.091,0.0777
4910,0.2848,0.3211,0.1406,0.0638,0.1006,0.089
4911,0.1427,0.084,0.1831,0.0536,0.438,0.0985
4912,0.0751,0.0376,0.1861,0.194,0.0663,0.4409
4913,0.1283,0.0729,0.2231,0.064,0.3821,0.1296
4914,0.2832,0.2896,0.1514,0.0706,0.1074,0.0977
4915,0.2856,0.2848,0.1524,0.0713,0.1074,0.0984
4916,0.2858,0.2912,0.1502,0.0699,0.1062,0.0966
4917,0.2844,0.2823,0.1536,0.0721,0.1083,0.0994
4918,0.5802,0.154,0.1008,0.0359,0.0757,0.0534
4919,0.1216,0.0677,0.2242,0.0612,0.3996,0.1256
4920,0.0821,0.0408,0.1967,0.2555,0.0696,0.3554
4921,0.0798,0.0397,0.1969,0.2205,0.069,0.3942
4922,0.0801,0.0399,0.1963,0.2271,0.0691,0.3875
4923,0.2826,0.2727,0.1572,0.0746,0.1105,0.1025
4924,0.0794,0.0396,0.1947,0.2226,0.0688,0.3948
4925,0.2839,0.2903,0.151,0.0704,0.107,0.0974
4926,0.2858,0.2812,0.1536,0.0721,0.108,0.0993
4927,0.0802,0.0402,0.1865,0.2636,0.0684,0.3611
4928,0.0814,0.0407,0.186,0.3045,0.0679,0.3195
4929,0.0791,0.0402,0.1789,0.2442,0.0686,0.3891
4930,0.0797,0.0402,0.1833,0.2619,0.0682,0.3667
4931,0.078,0.0396,0.1791,0.2316,0.068,0.4037
4932,0.0812,0.0406,0.1885,0.2796,0.0685,0.3415
4933,0.079,0.0394,0.1959,0.2143,0.0687,0.4027
4934,0.0812,0.0406,0.1867,0.2894,0.0682,0.3339
4935,0.0808,0.0404,0.188,0.2713,0.0685,0.351
4936,0.0813,0.0403,0.203,0.2217,0.0701,0.3836
4937,0.0803,0.0404,0.1822,0.2844,0.068,0.3448
4938,0.0796,0.0405,0.1789,0.2532,0.0687,0.3791
4939,0.0824,0.041,0.1962,0.2639,0.0696,0.3469
4940,0.0855,0.0442,0.1778,0.2801,0.073,0.3394
4941,0.078,0.0395,0.1655,0.377,0.0642,0.2758
4942,0.0805,0.0409,0.1747,0.3141,0.0677,0.3221
4943,0.0796,0.0399,0.1754,0.3449,0.0658,0.2944
4944,0.0797,0.0401,0.1855,0.256,0.0683,0.3705
4945,0.0681,0.0343,0.1731,0.1569,0.0617,0.506
4946,0.0806,0.0405,0.1822,0.2999,0.0677,0.3291
4947,0.0788,0.0397,0.1706,0.3586,0.065,0.2873
4948,0.0804,0.0404,0.181,0.2999,0.0676,0.3306
4949,0.085,0.0439,0.1775,0.2812,0.0726,0.34
4950,0.0802,0.0405,0.1771,0.3112,0.0674,0.3236
4951,0.0802,0.0405,0.1765,0.3128,0.0673,0.3226
4952,0.0802,0.0406,0.1759,0.3145,0.0673,0.3215
4953,0.0808,0.0404,0.1893,0.2653,0.0687,0.3555
4954,0.0817,0.0406,0.1984,0.2419,0.0697,0.3678
4955,0.0804,0.0408,0.1767,0.302,0.0679,0.3322
4956,0.0829,0.0412,0.1928,0.2943,0.069,0.3199
4957,0.0835,0.0432,0.1791,0.2357,0.0732,0.3852
4958,0.0838,0.0415,0.1978,0.2827,0.0699,0.3244
4959,0.0855,0.0443,0.1796,0.2554,0.074,0.3611
4960,0.0836,0.043,0.1755,0.2971,0.0709,0.3299
4961,0.0792,0.04,0.182,0.253,0.0682,0.3776
4962,0.0854,0.0443,0.1799,0.2485,0.0742,0.3677
4963,0.4372,0.134,0.1661,0.0511,0.1318,0.0798
4964,0.0802,0.0402,0.1788,0.3302,0.0666,0.304
4965,0.0796,0.0396,0.1994,0.2119,0.0692,0.4004
4966,0.0799,0.0405,0.1736,0.3296,0.0668,0.3096
4967,0.5402,0.1662,0.1115,0.0451,0.074,0.0631
4968,0.5245,0.1843,0.1101,0.0443,0.0745,0.0624
4969,0.084,0.0435,0.1794,0.2375,0.0735,0.3822
4970,0.0833,0.0428,0.176,0.2912,0.0709,0.3358
4971,0.5673,0.153,0.1066,0.0427,0.0706,0.0598
4972,0.5092,0.1956,0.1113,0.0449,0.0758,0.0633
4973,0.5468,0.1581,0.1124,0.0455,0.0738,0.0634
4974,0.0836,0.043,0.1745,0.307,0.0706,0.3213
4975,0.5167,0.1821,0.1139,0.0463,0.0762,0.0648
4976,0.5353,0.1763,0.1092,0.0439,0.0735,0.0617
4977,0.079,0.0398,0.1721,0.3533,0.0653,0.2905
4978,0.2893,0.298,0.1471,0.0679,0.1039,0.0939
4979,0.2878,0.2795,0.1536,0.0722,0.1077,0.0993
4980,0.2815,0.2678,0.159,0.0759,0.1116,0.1042
4981,0.2853,0.3405,0.134,0.0599,0.0963,0.0839
4982,0.2886,0.2806,0.153,0.0718,0.1072,0.0987
4983,0.2893,0.2758,0.1544,0.0728,0.1078,0.0999
4984,0.2869,0.3125,0.1429,0.0652,0.1018,0.0907
4985,0.2894,0.2799,0.153,0.0718,0.1071,0.0987
4986,0.2842,0.3291,0.1382,0.0624,0.0991,0.0871
4987,0.2819,0.2899,0.1517,0.0708,0.1078,0.098
4988,0.2865,0.2742,0.1556,0.0736,0.1089,0.101
4989,0.3023,0.278,0.1502,0.07,0.1038,0.0957
4990,0.2874,0.3225,0.1395,0.0631,0.0996,0.088
4991,0.2892,0.2965,0.1476,0.0682,0.1042,0.0943
4992,0.2933,0.2819,0.1513,0.0707,0.1056,0.0971
4993,0.2928,0.2799,0.1521,0.0712,0.1061,0.0978
4994,0.2884,0.2743,0.1551,0.0733,0.1083,0.1005
4995,0.2945,0.279,0.152,0.0712,0.1058,0.0976
4996,0.075,0.0385,0.1723,0.1912,0.0673,0.4557
4997,0.2867,0.2762,0.155,0.0731,0.1086,0.1005
4998,0.2905,0.2812,0.1523,0.0714,0.1066,0.0981
4999,0.2789,0.277,0.1567,0.0741,0.1111,0.1023
5000,0.2853,0.273,0.1564,0.0741,0.1095,0.1017
5001,0.2941,0.2715,0.1546,0.073,0.1071,0.0997
5002,0.2864,0.2738,0.1558,0.0737,0.1091,0.1012
5003,0.3012,0.2871,0.1474,0.0681,0.1025,0.0936
5004,0.2951,0.285,0.1498,0.0697,0.1046,0.0958
5005,0.0634,0.0322,0.1567,0.1411,0.0583,0.5484
5006,0.2856,0.271,0.157,0.0745,0.1098,0.1022
5007,0.2846,0.3309,0.1374,0.0619,0.0986,0.0865
5008,0.2871,0.2772,0.1545,0.0728,0.1083,0.1001
5009,0.0743,0.0373,0.1831,0.1916,0.0658,0.4479
5010,0.0719,0.0365,0.1714,0.1808,0.0645,0.4749
5011,0.0836,0.0431,0.178,0.2646,0.0721,0.3586
5012,0.0731,0.0374,0.1707,0.1834,0.0657,0.4698
5013,0.2816,0.2691,0.1586,0.0755,0.1114,0.1038
5014,0.2826,0.3424,0.1342,0.06,0.0967,0.0841
5015,0.294,0.2844,0.1503,0.07,0.105,0.0963
5016,0.0707,0.0359,0.1706,0.1743,0.0636,0.485
5017,0.0838,0.0432,0.1782,0.2615,0.0723,0.3609
5018,0.2839,0.2733,0.1566,0.0742,0.11,0.102
5019,0.0845,0.0437,0.1794,0.2465,0.0735,0.3724
5020,0.2923,0.2807,0.152,0.0712,0.1061,0.0977
5021,0.0779,0.041,0.175,0.1418,0.0747,0.4897
5022,0.2893,0.3152,0.1413,0.0643,0.1005,0.0894
5023,0.0664,0.0338,0.1617,0.1529,0.0606,0.5246
5024,0.0785,0.0413,0.1756,0.1451,0.075,0.4847
5025,0.0742,0.0375,0.1792,0.1957,0.0658,0.4476
5026,0.0888,0.0472,0.1885,0.166,0.0836,0.4259
5027,0.0607,0.031,0.1493,0.13,0.0564,0.5727
5028,0.0822,0.0432,0.1794,0.168,0.0764,0.4507
5029,0.0805,0.0425,0.1797,0.1405,0.078,0.4788
5030,0.0721,0.0368,0.1705,0.1805,0.0648,0.4754
5031,0.2848,0.3259,0.139,0.0629,0.0996,0.0878
5032,0.0688,0.0354,0.162,0.1554,0.0632,0.5151
5033,0.0746,0.0389,0.1691,0.1499,0.0701,0.4975
5034,0.0853,0.0452,0.1854,0.1525,0.0817,0.4498
5035,0.0712,0.0356,0.1839,0.1642,0.064,0.4812
5036,0.0772,0.0405,0.1732,0.149,0.0731,0.4869
5037,0.0778,0.0407,0.1736,0.1589,0.0727,0.4762
5038,0.0828,0.0435,0.1801,0.1699,0.0768,0.447
5039,0.0713,0.0355,0.1872,0.1599,0.0642,0.482
5040,0.0776,0.0407,0.174,0.1471,0.0737,0.4868
5041,0.0696,0.0348,0.1813,0.1565,0.0629,0.4949
5042,0.0821,0.0434,0.1811,0.148,0.0787,0.4668
5043,0.3522,0.2961,0.1276,0.046,0.108,0.0701
5044,0.0839,0.0433,0.1786,0.2551,0.0727,0.3664
5045,0.0742,0.0371,0.1857,0.1859,0.0658,0.4513
5046,0.081,0.0425,0.1781,0.16,0.0759,0.4624
